timestamp,open,high,low,close,bid,ask,volume_base,volume_quote,trade_count,spread,volatility
2024-01-01T00:27:00,9067.46,10021.09,8999.76,10021.09,10018.44,10023.74,1493,14970853,181,5.31,0.020000
2024-01-01T00:28:00,10021.09,10158.13,9067.46,9067.46,9065.06,9069.86,1719,15590248,217,4.80,0.019566
2024-01-01T00:29:00,9067.46,10021.09,9008.70,10021.09,10018.45,10023.73,1537,15403980,194,5.28,0.018019
2024-01-01T00:30:00,10021.09,10075.92,9067.45,9067.45,9065.04,9069.86,1582,14346054,211,4.81,0.020000
2024-01-01T00:31:00,9067.45,10021.07,8965.22,10021.07,10018.42,10023.72,1384,13872318,187,5.31,0.020000
2024-01-01T00:32:00,10021.07,10109.42,9067.43,9067.43,9065.02,9069.84,1840,16691128,242,4.81,0.020000
2024-01-01T00:33:00,9067.43,10021.07,8974.12,10021.07,10018.42,10023.72,1483,14861452,216,5.31,0.020000
2024-01-01T00:34:00,10021.07,10137.97,9067.43,9067.43,9065.04,9069.82,1516,13752950,201,4.79,0.019112
2024-01-01T00:35:00,9067.43,10021.07,8973.41,10021.07,10018.42,10023.72,1754,17583325,230,5.31,0.020000
2024-01-01T00:36:00,10021.07,10105.40,9067.43,9067.43,9065.04,9069.82,1625,14740025,205,4.78,0.018006
2024-01-01T00:37:00,9067.43,10021.06,8935.61,10021.06,10018.40,10023.72,1455,14583760,194,5.31,0.020000
2024-01-01T00:38:00,10021.06,10089.07,9067.43,9067.43,9065.02,9069.84,1474,13366460,197,4.81,0.020000
2024-01-01T00:39:00,9067.43,10021.07,8943.16,10021.07,10018.42,10023.72,1749,17534009,246,5.31,0.020000
2024-01-01T00:40:00,10021.07,10086.49,9067.44,9067.44,9065.04,9069.84,1573,14270983,195,4.81,0.020000
2024-01-01T00:41:00,9067.44,10021.07,8973.19,10021.07,10018.42,10023.72,1353,13565717,184,5.31,0.020000
2024-01-01T00:42:00,10021.07,10103.66,9067.43,9067.43,9065.02,9069.84,1750,15870875,225,4.81,0.020000
2024-01-01T00:43:00,9067.43,10021.05,8937.85,10021.05,10018.40,10023.70,1339,13421170,176,5.31,0.020000
2024-01-01T00:44:00,10021.05,10076.96,9067.42,9067.42,9065.02,9069.82,1692,15347112,222,4.81,0.020000
2024-01-01T00:45:00,9067.42,10021.06,8936.22,10021.06,10018.40,10023.72,1631,16345030,213,5.31,0.020000
2024-01-01T00:46:00,10021.06,10147.38,9067.42,9067.42,9065.02,9069.82,1344,12191197,185,4.81,0.020000
2024-01-01T00:47:00,9067.42,10021.05,9015.77,10021.05,10018.41,10023.69,1562,15662770,199,5.28,0.018129
2024-01-01T00:48:00,10021.05,10134.61,9067.42,9067.42,9065.04,9069.80,1298,11772899,187,4.76,0.016514
2024-01-01T00:49:00,9067.42,10021.05,9002.88,10021.05,10018.40,10023.70,1479,14822117,188,5.31,0.020000
2024-01-01T00:50:00,10021.05,10102.39,9067.41,9067.41,9065.00,9069.82,1367,12403714,183,4.81,0.020000
2024-01-01T00:51:00,9067.41,10021.05,8963.15,10021.05,10018.40,10023.70,1610,16138990,219,5.31,0.020000
2024-01-01T00:52:00,10021.05,10093.67,9067.41,9067.41,9065.00,9069.82,1553,14086552,219,4.81,0.020000
2024-01-01T00:53:00,9067.41,10021.04,8968.73,10021.04,10018.38,10023.70,1647,16512396,207,5.31,0.020000
2024-01-01T00:54:00,10021.04,10134.39,9067.40,9067.40,9065.00,9069.80,1577,14304100,213,4.81,0.020000
2024-01-01T00:55:00,9067.40,10021.02,8939.97,10021.02,10018.36,10023.68,1494,14975633,198,5.31,0.020000
2024-01-01T00:56:00,10021.02,10138.17,9067.39,9067.39,9064.98,9069.80,1724,15633476,232,4.81,0.020000
2024-01-01T00:57:00,9067.39,10021.01,9010.06,10021.01,10018.36,10023.66,1461,14640896,197,5.31,0.020000
2024-01-01T00:58:00,10021.01,10149.74,9067.39,9067.39,9064.98,9069.80,1674,15180139,234,4.81,0.020000
2024-01-01T00:59:00,9067.39,10021.02,9004.78,10021.02,10018.36,10023.68,1633,16369987,228,5.31,0.020000
2024-01-01T01:00:00,10021.02,10117.92,9067.39,9067.39,9064.98,9069.80,1609,14596270,201,4.81,0.020000
2024-01-01T01:01:00,9067.39,10021.02,8961.00,10021.02,10018.36,10023.68,1529,15322884,199,5.31,0.020000
2024-01-01T01:02:00,10021.02,10096.76,9067.39,9067.39,9065.00,9069.78,1601,14522827,202,4.78,0.018010
2024-01-01T01:03:00,9067.39,10021.03,8999.51,10021.03,10018.38,10023.68,1696,16998866,218,5.31,0.020000
2024-01-01T01:04:00,10021.03,10099.04,9067.40,9067.40,9065.00,9069.80,1253,11363310,157,4.81,0.020000
2024-01-01T01:05:00,9067.40,10021.02,8938.34,10021.02,10018.36,10023.68,1647,16505357,197,5.31,0.020000
2024-01-01T01:06:00,10021.02,10076.19,9067.39,9067.39,9064.98,9069.80,1885,17092992,248,4.81,0.020000
2024-01-01T01:07:00,9067.39,10021.03,8946.25,10021.03,10018.38,10023.68,1471,14750046,200,5.31,0.020000
2024-01-01T01:08:00,10021.03,10087.80,9067.41,9067.41,9065.00,9069.82,1496,13569233,207,4.81,0.020000
2024-01-01T01:09:00,9067.41,10021.04,9002.69,10021.04,10018.38,10023.70,1568,15714832,197,5.31,0.020000
2024-01-01T01:10:00,10021.04,10158.94,9067.41,9067.41,9065.02,9069.80,1384,12557495,177,4.79,0.018530
2024-01-01T01:11:00,9067.41,10021.03,8950.98,10021.03,10018.38,10023.68,1585,15883839,206,5.31,0.020000
2024-01-01T01:12:00,10021.03,10170.89,9067.41,9067.41,9065.00,9069.82,1612,14623589,225,4.81,0.020000
2024-01-01T01:13:00,9067.41,10021.04,8956.93,10021.04,10018.38,10023.70,1646,16502394,215,5.31,0.020000
2024-01-01T01:14:00,10021.04,10129.19,9067.42,9067.42,9065.02,9069.82,1730,15695657,224,4.81,0.020000
2024-01-01T01:15:00,9067.42,10021.05,8954.26,10021.05,10018.40,10023.70,1611,16151051,222,5.31,0.020000
2024-01-01T01:16:00,10021.05,10156.61,9067.42,9067.42,9065.02,9069.82,1625,14741083,216,4.81,0.020000
2024-01-01T01:17:00,9067.42,10021.05,8937.42,10021.05,10018.40,10023.70,1587,15909739,210,5.31,0.019630
2024-01-01T01:18:00,10021.05,10138.81,9067.42,9067.42,9065.02,9069.82,1625,14741991,216,4.81,0.020000
2024-01-01T01:19:00,9067.42,10021.04,9015.90,10021.04,10018.40,10023.68,1466,14694415,194,5.29,0.018333
2024-01-01T01:20:00,10021.04,10133.22,9067.42,9067.42,9065.02,9069.82,1183,10734993,184,4.81,0.020000
2024-01-01T01:21:00,9067.42,10021.04,8969.16,10021.04,10018.38,10023.70,1488,14918079,197,5.31,0.020000
2024-01-01T01:22:00,10021.04,10142.92,9067.41,9067.41,9065.00,9069.82,1478,13406648,190,4.81,0.020000
2024-01-01T01:23:00,9067.41,10021.03,8986.18,10021.03,10018.38,10023.68,1425,14283596,199,5.31,0.020000
2024-01-01T01:24:00,10021.03,10146.48,9067.40,9067.40,9065.00,9069.80,2052,18614117,264,4.81,0.020000
2024-01-01T01:25:00,9067.40,10021.02,8980.51,10021.02,10018.36,10023.68,1535,15382459,198,5.31,0.020000
2024-01-01T01:26:00,10021.02,10092.48,9067.38,9067.38,9064.98,9069.78,1772,16067561,234,4.81,0.020000
2024-01-01T01:27:00,9067.38,10021.01,8937.43,10021.01,10018.36,10023.66,1324,13268030,193,5.31,0.020000
2024-01-01T01:28:00,10021.01,10086.04,9067.38,9067.38,9064.98,9069.78,1192,10814149,135,4.80,0.019734
2024-01-01T01:29:00,9067.38,10021.01,8958.25,10021.01,10018.36,10023.66,1246,12490381,157,5.31,0.020000
2024-01-01T01:30:00,10021.01,10071.90,9067.39,9067.39,9064.98,9069.80,1351,12254278,189,4.81,0.020000
2024-01-01T01:31:00,9067.39,10021.02,8994.90,10021.02,10018.36,10023.68,1228,12310331,163,5.31,0.020000
2024-01-01T01:32:00,10021.02,10082.69,9067.39,9067.39,9064.98,9069.80,1510,13697462,217,4.81,0.020000
2024-01-01T01:33:00,9067.39,10021.00,8971.89,10021.00,10018.34,10023.66,1747,17514570,228,5.31,0.020000
2024-01-01T01:34:00,10021.00,10091.51,9067.38,9067.38,9064.98,9069.78,1203,10911242,169,4.81,0.020000
2024-01-01T01:35:00,9067.38,10021.01,9005.02,10021.01,10018.37,10023.65,1564,15673603,207,5.28,0.018005
2024-01-01T01:36:00,10021.01,10080.36,9067.39,9067.39,9064.98,9069.80,1804,16361184,226,4.81,0.020000
2024-01-01T01:37:00,9067.39,10021.02,8996.97,10021.02,10018.36,10023.68,1545,15491401,198,5.31,0.020000
2024-01-01T01:38:00,10021.02,10097.37,9067.39,9067.39,9064.98,9069.80,1520,13788874,203,4.81,0.020000
2024-01-01T01:39:00,9067.39,10021.02,8972.03,10021.02,10018.36,10023.68,1549,15526795,214,5.31,0.020000
2024-01-01T01:40:00,10021.02,10159.63,9067.39,9067.39,9064.98,9069.80,1643,14899242,198,4.81,0.020000
2024-01-01T01:41:00,9067.39,10021.02,8972.58,10021.02,10018.36,10023.68,1364,13669686,188,5.31,0.020000
2024-01-01T01:42:00,10021.02,10083.13,9067.39,9067.39,9064.99,9069.79,1627,14756047,208,4.80,0.019755
2024-01-01T01:43:00,9067.39,10021.01,8940.54,10021.01,10018.36,10023.66,1246,12495999,175,5.31,0.020000
2024-01-01T01:44:00,10021.01,10092.17,9067.39,9067.39,9064.98,9069.80,1600,14509118,202,4.81,0.020000
2024-01-01T01:45:00,9067.39,10021.02,9012.74,10021.02,10018.36,10023.68,1225,12285470,174,5.31,0.020000
2024-01-01T01:46:00,10021.02,10133.32,9067.39,9067.39,9064.98,9069.80,1817,16481680,221,4.81,0.020000
2024-01-01T01:47:00,9067.39,10021.01,8937.73,10021.01,10018.36,10023.66,1223,12260173,172,5.31,0.020000
2024-01-01T01:48:00,10021.01,10159.44,9067.39,9067.39,9064.98,9069.80,1364,12370274,183,4.81,0.020000
2024-01-01T01:49:00,9067.39,10021.00,8955.26,10021.00,10018.34,10023.66,1849,18534093,218,5.31,0.020000
2024-01-01T01:50:00,10021.00,10157.70,9067.38,9067.38,9064.98,9069.78,1553,14083386,209,4.81,0.020000
2024-01-01T01:51:00,9067.38,10021.02,9004.64,10021.02,10018.38,10023.66,1468,14714459,168,5.28,0.018048
2024-01-01T01:52:00,10021.02,10157.16,9067.40,9067.40,9065.00,9069.80,1412,12809041,187,4.81,0.020000
2024-01-01T01:53:00,9067.40,10021.02,8948.02,10021.02,10018.36,10023.68,1572,15757449,192,5.31,0.020000
2024-01-01T01:54:00,10021.02,10093.93,9067.40,9067.40,9065.00,9069.80,1394,12645936,192,4.81,0.020000
2024-01-01T01:55:00,9067.40,10021.02,9004.55,10021.02,10018.36,10023.68,1811,18151571,227,5.31,0.020000
2024-01-01T01:56:00,10021.02,10099.09,9067.40,9067.40,9065.00,9069.80,1729,15682655,231,4.81,0.020000
2024-01-01T01:57:00,9067.40,10021.03,8985.82,10021.03,10018.38,10023.68,1517,15206333,199,5.31,0.020000
2024-01-01T01:58:00,10021.03,10082.69,9067.41,9067.41,9065.00,9069.82,1657,15030443,213,4.81,0.020000
2024-01-01T01:59:00,9067.41,10021.05,9005.88,10021.05,10018.40,10023.70,1511,15149674,212,5.31,0.020000
2024-01-01T02:00:00,10021.05,10114.70,9067.41,9067.41,9065.00,9069.82,1395,12651047,184,4.81,0.020000
2024-01-01T02:01:00,9067.41,10021.04,8993.63,10021.04,10018.38,10023.70,1425,14289271,192,5.31,0.020000
2024-01-01T02:02:00,10021.04,10128.93,9067.41,9067.41,9065.00,9069.82,1891,17146630,253,4.81,0.020000
2024-01-01T02:03:00,9067.41,10021.04,8957.81,10021.04,10018.38,10023.70,1543,15469776,210,5.31,0.020000
2024-01-01T02:04:00,10021.04,10143.24,9067.41,9067.41,9065.00,9069.82,1501,13614026,219,4.81,0.020000
2024-01-01T02:05:00,9067.41,10021.04,8961.26,10021.04,10018.38,10023.70,1584,15875231,213,5.31,0.020000
2024-01-01T02:06:00,10021.04,10104.24,9067.42,9067.42,9065.02,9069.82,1515,13740895,196,4.81,0.020000
2024-01-01T02:07:00,9067.42,10021.04,8945.19,10021.04,10018.38,10023.70,1412,14151622,201,5.31,0.020000
2024-01-01T02:08:00,10021.04,10112.07,9067.41,9067.41,9065.00,9069.82,1652,14980215,224,4.81,0.020000
2024-01-01T02:09:00,9067.41,10021.04,8995.26,10021.04,10018.38,10023.70,1655,16588463,212,5.31,0.020000
2024-01-01T02:10:00,10021.04,10139.02,9067.42,9067.42,9065.02,9069.82,1475,13378509,202,4.81,0.020000
2024-01-01T02:11:00,9067.42,10021.05,8975.44,10021.05,10018.41,10023.69,1724,17278273,221,5.28,0.018186
2024-01-01T02:12:00,10021.05,10099.91,9067.41,9067.41,9065.00,9069.82,1442,13083575,199,4.81,0.020000
2024-01-01T02:13:00,9067.41,10021.04,8969.49,10021.04,10018.38,10023.70,1397,14006625,190,5.31,0.020000
2024-01-01T02:14:00,10021.04,10092.56,9067.41,9067.41,9065.00,9069.82,1563,14179612,205,4.81,0.020000
2024-01-01T02:15:00,9067.41,10021.04,8949.67,10021.04,10018.40,10023.68,1449,14530334,211,5.29,0.018534
2024-01-01T02:16:00,10021.04,10122.80,9067.40,9067.40,9065.00,9069.80,1647,14934495,219,4.81,0.020000
2024-01-01T02:17:00,9067.40,10021.03,8991.67,10021.03,10018.38,10023.68,1306,13092725,167,5.31,0.020000
2024-01-01T02:18:00,10021.03,10093.65,9067.41,9067.41,9065.00,9069.82,1545,14015178,206,4.81,0.020000
2024-01-01T02:19:00,9067.41,10021.03,9019.86,10021.03,10018.38,10023.68,1710,17141962,218,5.31,0.020000
2024-01-01T02:20:00,10021.03,10073.06,9067.41,9067.41,9065.02,9069.80,1621,14701303,215,4.78,0.018129
2024-01-01T02:21:00,9067.41,10021.04,8964.97,10021.04,10018.38,10023.70,1763,17671340,228,5.31,0.020000
2024-01-01T02:22:00,10021.04,10095.59,9067.41,9067.41,9065.00,9069.82,1541,13978316,207,4.81,0.020000
2024-01-01T02:23:00,9067.41,10021.04,9021.57,10021.04,10018.38,10023.70,1275,12786452,160,5.31,0.020000
2024-01-01T02:24:00,10021.04,10113.75,9067.40,9067.40,9065.00,9069.80,1490,13518400,183,4.81,0.020000
2024-01-01T02:25:00,9067.40,10021.02,8935.20,10021.02,10018.36,10023.68,1534,15376597,217,5.31,0.020000
2024-01-01T02:26:00,10021.02,10156.14,9067.39,9067.39,9064.98,9069.80,1313,11909945,181,4.81,0.020000
2024-01-01T02:27:00,9067.39,10021.02,8949.39,10021.02,10018.36,10023.68,1142,11448391,177,5.31,0.020000
2024-01-01T02:28:00,10021.02,10166.33,9067.39,9067.39,9064.98,9069.80,1504,13646167,205,4.81,0.020000
2024-01-01T02:29:00,9067.39,10021.03,8966.50,10021.03,10018.38,10023.68,1357,13602117,180,5.31,0.020000
2024-01-01T02:30:00,10021.03,10115.75,9067.41,9067.41,9065.02,9069.80,1416,12839885,174,4.78,0.018041
2024-01-01T02:31:00,9067.41,10021.04,8973.47,10021.04,10018.41,10023.67,1558,15621819,211,5.26,0.016661
2024-01-01T02:32:00,10021.04,10135.05,9067.41,9067.41,9065.00,9069.82,1453,13181364,200,4.81,0.020000
2024-01-01T02:33:00,9067.41,10021.04,8974.80,10021.04,10018.38,10023.70,1451,14548457,212,5.31,0.020000
2024-01-01T02:34:00,10021.04,10099.78,9067.40,9067.40,9065.00,9069.80,1458,13225818,193,4.81,0.020000
2024-01-01T02:35:00,9067.40,10021.03,8993.08,10021.03,10018.38,10023.68,1519,15222138,202,5.31,0.020000
2024-01-01T02:36:00,10021.03,10140.67,9067.39,9067.39,9064.98,9069.80,1378,12503401,169,4.81,0.020000
2024-01-01T02:37:00,9067.39,10021.02,9016.23,10021.02,10018.36,10023.68,1645,16491117,208,5.31,0.020000
2024-01-01T02:38:00,10021.02,10091.86,9067.40,9067.40,9065.00,9069.80,1333,12088116,185,4.81,0.020000
2024-01-01T02:39:00,9067.40,10021.02,8946.41,10021.02,10018.37,10023.67,1415,14181675,188,5.30,0.018996
2024-01-01T02:40:00,10021.02,10130.32,9067.40,9067.40,9065.02,9069.78,1386,12569431,179,4.77,0.017237
2024-01-01T02:41:00,9067.40,10021.02,9021.53,10021.02,10018.36,10023.68,1746,17504842,238,5.31,0.020000
2024-01-01T02:42:00,10021.02,10166.67,9067.41,9067.41,9065.00,9069.82,1339,12144286,199,4.81,0.020000
2024-01-01T02:43:00,9067.41,10021.03,8954.29,10021.03,10018.38,10023.68,1480,14832627,187,5.31,0.020000
2024-01-01T02:44:00,10021.03,10093.12,9067.40,9067.40,9065.00,9069.80,1420,12879179,193,4.81,0.020000
2024-01-01T02:45:00,9067.40,10021.02,9019.43,10021.02,10018.36,10023.68,1739,17426797,219,5.31,0.020000
2024-01-01T02:46:00,10021.02,10087.67,9067.40,9067.40,9065.00,9069.80,1514,13728968,216,4.81,0.020000
2024-01-01T02:47:00,9067.40,10021.02,9010.49,10021.02,10018.36,10023.68,1514,15177390,203,5.31,0.020000
2024-01-01T02:48:00,10021.02,10126.53,9067.39,9067.39,9064.99,9069.79,1650,14963417,220,4.80,0.019784
2024-01-01T02:49:00,9067.39,10021.01,8969.89,10021.01,10018.36,10023.66,1669,16725690,207,5.29,0.018819
2024-01-01T02:50:00,10021.01,10109.10,9067.38,9067.38,9064.98,9069.78,1550,14059873,218,4.81,0.020000
2024-01-01T02:51:00,9067.38,10020.99,8992.40,10020.99,10018.34,10023.64,1390,13929347,186,5.31,0.020000
2024-01-01T02:52:00,10020.99,10154.47,9067.38,9067.38,9064.98,9069.78,1730,15689651,241,4.81,0.020000
2024-01-01T02:53:00,9067.38,10020.99,9014.61,10020.99,10018.34,10023.64,1563,15665787,217,5.31,0.020000
2024-01-01T02:54:00,10020.99,10106.17,9067.38,9067.38,9064.98,9069.78,1390,12609651,182,4.81,0.020000
2024-01-01T02:55:00,9067.38,10021.01,8951.21,10021.01,10018.36,10023.66,1329,13324065,188,5.31,0.020000
2024-01-01T02:56:00,10021.01,10091.09,9067.39,9067.39,9064.98,9069.80,1700,15421672,222,4.81,0.020000
2024-01-01T02:57:00,9067.39,10021.01,9008.24,10021.01,10018.36,10023.66,1703,17068480,218,5.31,0.020000
2024-01-01T02:58:00,10021.01,10092.96,9067.38,9067.38,9064.98,9069.78,1643,14906630,221,4.81,0.020000
2024-01-01T02:59:00,9067.38,10021.01,8952.51,10021.01,10018.36,10023.66,1723,17266952,222,5.31,0.020000
2024-01-01T03:00:00,10021.01,10082.60,9067.39,9067.39,9064.98,9069.80,1567,14211608,207,4.81,0.020000
2024-01-01T03:01:00,9067.39,10021.03,8934.58,10021.03,10018.38,10023.68,1562,15653501,199,5.31,0.020000
2024-01-01T03:02:00,10021.03,10139.01,9067.40,9067.40,9065.00,9069.80,1526,13842728,195,4.81,0.020000
2024-01-01T03:03:00,9067.40,10021.03,8986.09,10021.03,10018.38,10023.68,1480,14833574,198,5.31,0.020000
2024-01-01T03:04:00,10021.03,10133.99,9067.41,9067.41,9065.00,9069.82,1662,15078351,218,4.81,0.020000
2024-01-01T03:05:00,9067.41,10021.03,8952.03,10021.03,10018.38,10023.68,1371,13743560,197,5.31,0.020000
2024-01-01T03:06:00,10021.03,10169.72,9067.39,9067.39,9064.98,9069.80,1406,12753920,177,4.81,0.020000
2024-01-01T03:07:00,9067.39,10021.02,8990.57,10021.02,10018.36,10023.68,1604,16078297,211,5.31,0.020000
2024-01-01T03:08:00,10021.02,10105.32,9067.40,9067.40,9065.00,9069.80,1848,16764551,250,4.81,0.020000
2024-01-01T03:09:00,9067.40,10021.03,8947.50,10021.03,10018.38,10023.68,1780,17842398,221,5.31,0.020000
2024-01-01T03:10:00,10021.03,10151.94,9067.41,9067.41,9065.01,9069.81,1496,13566594,189,4.80,0.019664
2024-01-01T03:11:00,9067.41,10021.04,8989.54,10021.04,10018.40,10023.68,1142,11449009,154,5.29,0.018360
2024-01-01T03:12:00,10021.04,10152.13,9067.41,9067.41,9065.00,9069.82,1310,11883743,188,4.81,0.020000
2024-01-01T03:13:00,9067.41,10021.03,8978.23,10021.03,10018.38,10023.68,1638,16417345,201,5.31,0.020000
2024-01-01T03:14:00,10021.03,10156.49,9067.40,9067.40,9065.00,9069.80,1623,14720991,212,4.81,0.020000
2024-01-01T03:15:00,9067.40,10021.04,9015.76,10021.04,10018.39,10023.69,1459,14623235,189,5.30,0.019415
2024-01-01T03:16:00,10021.04,10124.14,9067.41,9067.41,9065.02,9069.80,1597,14488088,204,4.79,0.018532
2024-01-01T03:17:00,9067.41,10021.03,9019.47,10021.03,10018.38,10023.68,1460,14634183,192,5.31,0.020000
2024-01-01T03:18:00,10021.03,10147.44,9067.40,9067.40,9065.00,9069.80,1502,13624749,196,4.80,0.019439
2024-01-01T03:19:00,9067.40,10021.02,8942.24,10021.02,10018.36,10023.68,1421,14249288,188,5.31,0.020000
2024-01-01T03:20:00,10021.02,10166.13,9067.39,9067.39,9064.98,9069.80,1281,11617030,177,4.81,0.020000
2024-01-01T03:21:00,9067.39,10021.00,8956.76,10021.00,10018.34,10023.66,1558,15618798,208,5.31,0.020000
2024-01-01T03:22:00,10021.00,10135.83,9067.38,9067.38,9064.98,9069.78,1630,14787985,208,4.81,0.020000
2024-01-01T03:23:00,9067.38,10021.01,8950.15,10021.01,10018.36,10023.66,1596,15994131,214,5.31,0.020000
2024-01-01T03:24:00,10021.01,10093.82,9067.39,9067.39,9065.00,9069.78,1375,12470133,182,4.78,0.018026
2024-01-01T03:25:00,9067.39,10021.01,8993.00,10021.01,10018.38,10023.64,1504,15078093,195,5.26,0.016857
2024-01-01T03:26:00,10021.01,10095.67,9067.39,9067.39,9065.00,9069.78,1539,13957538,204,4.78,0.017934
2024-01-01T03:27:00,9067.39,10021.02,8997.49,10021.02,10018.36,10023.68,1618,16214930,194,5.31,0.020000
2024-01-01T03:28:00,10021.02,10083.11,9067.39,9067.39,9064.98,9069.80,1582,14350212,200,4.81,0.020000
2024-01-01T03:29:00,9067.39,10021.02,8952.94,10021.02,10018.36,10023.68,1634,16379805,206,5.31,0.020000
2024-01-01T03:30:00,10021.02,10131.64,9067.39,9067.39,9065.00,9069.78,1518,13770372,191,4.78,0.018030
2024-01-01T03:31:00,9067.39,10021.02,8990.28,10021.02,10018.39,10023.65,1609,16127538,208,5.26,0.016599
2024-01-01T03:32:00,10021.02,10093.92,9067.39,9067.39,9064.98,9069.80,1417,12855968,184,4.81,0.020000
2024-01-01T03:33:00,9067.39,10021.01,9022.89,10021.01,10018.36,10023.66,1513,15169330,192,5.30,0.019089
2024-01-01T03:34:00,10021.01,10126.57,9067.39,9067.39,9064.98,9069.80,1661,15062997,226,4.81,0.020000
2024-01-01T03:35:00,9067.39,10021.02,9010.61,10021.02,10018.36,10023.68,1408,14113405,211,5.31,0.020000
2024-01-01T03:36:00,10021.02,10128.66,9067.41,9067.41,9065.00,9069.82,1556,14116431,215,4.81,0.020000
2024-01-01T03:37:00,9067.41,10021.03,8988.90,10021.03,10018.38,10023.68,1585,15891592,211,5.29,0.018413
2024-01-01T03:38:00,10021.03,10119.01,9067.41,9067.41,9065.00,9069.82,1733,15722098,234,4.81,0.020000
2024-01-01T03:39:00,9067.41,10021.05,8985.74,10021.05,10018.40,10023.70,1637,16408451,216,5.31,0.020000
2024-01-01T03:40:00,10021.05,10086.11,9067.41,9067.41,9065.00,9069.82,1617,14664488,209,4.81,0.020000
2024-01-01T03:41:00,9067.41,10021.04,8994.52,10021.04,10018.38,10023.70,1537,15402796,204,5.31,0.020000
2024-01-01T03:42:00,10021.04,10131.90,9067.42,9067.42,9065.02,9069.82,1373,12451070,183,4.81,0.020000
2024-01-01T03:43:00,9067.42,10021.05,9001.62,10021.05,10018.40,10023.70,1516,15193702,179,5.31,0.020000
2024-01-01T03:44:00,10021.05,10157.35,9067.42,9067.42,9065.02,9069.82,1386,12576128,180,4.81,0.020000
2024-01-01T03:45:00,9067.42,10021.06,8994.39,10021.06,10018.40,10023.72,1394,13973498,181,5.31,0.020000
2024-01-01T03:46:00,10021.06,10166.12,9067.44,9067.44,9065.04,9069.84,1491,13528324,204,4.81,0.020000
2024-01-01T03:47:00,9067.44,10021.06,9002.96,10021.06,10018.40,10023.72,1463,14669449,191,5.31,0.020000
